indices,nomes,paises
2023-10-31,Danielle Hodges,Libyan Arab Jamahiriya
1994-10-17,Diana Wade,Lao People's Democratic Republic
1997-03-15,Kathy Carter,Yemen
2016-04-06,Alice Martinez,Palau
2017-08-04,Monica Hernandez,Haiti
2014-09-12,Gina King,Netherlands Antilles
2013-04-19,Linda Dennis,Kenya
1995-12-11,Matthew Rogers,Azerbaijan
2022-04-27,Autumn Lowe,Saudi Arabia
2017-09-23,Scott Jimenez,Norfolk Island
2013-12-11,Brandon Day,Samoa
2021-06-13,Luke Baker,Oman
2010-09-08,Steven Wagner,British Indian Ocean Territory (Chagos Archipelago)
2004-05-07,Robert Tapia,Mongolia
1995-10-06,Brenda Hoffman,Bulgaria
2008-11-14,Phillip Casey,Central African Republic
1998-01-31,David Sampson,Vanuatu
2001-10-17,Zachary Gardner,Panama
2015-04-26,Amanda Hill,Antarctica (the territory South of 60 deg S)
1998-09-11,Holly Ryan,Fiji
2019-04-02,Austin Mcgrath,Iraq
2022-12-04,Pam Jackson,Luxembourg
2007-06-07,Jacqueline Long,Antarctica (the territory South of 60 deg S)
2003-04-13,Lisa Flores,Tajikistan
2019-11-26,Leah Reyes PhD,Peru
2012-08-13,Ronnie Rojas,Palestinian Territory
2016-02-11,Frances West,British Indian Ocean Territory (Chagos Archipelago)
2013-03-01,Tracy Reid,Tokelau
1998-11-23,Angela Martin,Thailand
2001-04-10,Jennifer Clark,Brazil
2000-09-25,Sean Henry,Liberia
2018-11-27,Scott Lopez,Afghanistan
2012-07-23,Tiffany Avila,Senegal
2023-09-10,Kelsey Castillo,Sri Lanka
1996-07-26,John Adams,Myanmar
2010-03-26,Cheryl Bailey,Czech Republic
2012-01-30,Robert Munoz,Samoa
2007-05-12,Tammy Hoffman,Faroe Islands
2006-08-04,Lisa Buck,Belarus
2001-06-23,Patrick Spencer,Solomon Islands
2003-05-24,Cody Chapman,Qatar
2010-03-18,Jeremy Griffin,Bolivia
1995-08-07,Jason Miles,France
2009-05-12,Blake Lee,Guam
1994-08-02,Mrs. Chloe Stevens,Guernsey
2023-02-03,Jason Kelly,Taiwan
2005-04-08,Jessica Torres,China
2005-05-18,Jennifer Wheeler,Faroe Islands
2015-11-12,Vincent Cardenas,Canada
2008-10-12,Thomas Briggs,Syrian Arab Republic
1998-06-14,Xavier Barr,Jamaica
1994-05-01,Mariah Turner,Tonga
2022-08-14,Colton Johnson,Cape Verde
2017-10-11,Patricia Nguyen,Micronesia
2014-08-08,Melanie Cox,Kuwait
2002-05-12,Ronald Small,Sao Tome and Principe
2006-02-06,Leslie Thompson,Egypt
2008-04-23,Pamela Coleman,Madagascar
2007-08-26,Mr. Eric Peterson,Tanzania
2010-06-24,Eric Lindsey,Georgia
2010-11-29,Victoria Chapman,Wallis and Futuna
2017-07-31,Jessica Kramer,Pakistan
2004-04-30,Donna Parker,Liberia
2020-11-18,Regina Munoz,El Salvador
2016-03-13,Gregory Cline,Palestinian Territory
2001-12-02,Sharon Davis,Egypt
2018-11-24,Melissa Coleman,Kenya
2021-02-05,Dawn Gamble,Cook Islands
1999-12-23,Maria King,Uzbekistan
2014-09-12,Arthur Green,Kiribati
2017-01-12,John Vasquez,Ireland
2001-06-10,Lori Landry,Mongolia
2009-05-19,Charles Hoffman,Austria
2005-11-08,Scott Torres,Nauru
2019-05-25,Stacy Green,Palestinian Territory
2016-10-16,Darrell Leach,Tunisia
2023-10-15,Amanda Caldwell,Bouvet Island (Bouvetoya)
1997-05-07,Joshua Shea,Venezuela
2023-08-11,Barbara Ruiz,Nigeria
2008-02-13,Robert Golden,Equatorial Guinea
2009-06-24,Chad Ball,Jamaica
2007-10-07,Samantha Gould,Senegal
2008-05-04,Elaine Taylor,Malaysia
2018-11-25,Pam Baker,Cyprus
2004-04-22,Alexis Davis,Haiti
2023-08-24,Dean Thomas,Norfolk Island
2006-04-03,Michael Warren,Svalbard & Jan Mayen Islands
2007-03-25,Susan Monroe,South Africa
2012-02-03,Thomas Anderson,Anguilla
2021-06-26,Katherine Powers,Guatemala
2022-08-18,Natalie Davies,Uruguay
2006-06-03,Douglas Payne,Chile
1995-09-13,Natalie Carter,United Kingdom
2014-05-07,John Patterson,Nepal
1996-02-26,Crystal Garcia,Isle of Man
2003-05-10,James Nelson,Sierra Leone
2006-10-08,Brittney Carter,Bulgaria
2024-02-10,Dillon Key,Brazil
2000-06-21,Cassandra Arnold,Yemen
2016-07-24,Paula Atkins,Saint Vincent and the Grenadines
2006-07-31,James Wood,Switzerland
2019-04-07,Brandi Williams,Saint Helena
2023-04-17,Regina Olson,Croatia
1998-02-24,Chelsey Gutierrez,Malta
2017-05-02,Charles Gonzalez,Moldova
2006-06-04,Alexandra Pope,Papua New Guinea
2022-04-01,Monica Brown,Equatorial Guinea
2008-08-18,Jonathan White,Malaysia
2001-04-24,Ashley Massey,Estonia
2016-09-26,Amanda Fernandez,Morocco
2017-09-20,Debra Patterson,Cocos (Keeling) Islands
2006-09-17,Tracy Bryant,French Guiana
2011-03-21,Wendy Morris,Montenegro
1995-05-27,Sabrina Berry,Samoa
2009-09-25,Seth Sharp,Solomon Islands
2000-05-01,Erik Shepard,Central African Republic
2010-12-02,Kristen Cooper,Russian Federation
2001-04-27,Erika Bailey,Reunion
2019-07-11,Kayla Walker,Sri Lanka
2000-02-04,Charles Campbell,El Salvador
2003-07-28,Matthew Moore,Hong Kong
2021-09-10,Sydney Mata,Algeria
2022-08-13,Donald Ramirez,Mongolia
2019-09-27,Michael Santos,Moldova
2004-10-21,Donald Meyer,Saint Helena
2008-04-24,Andrea Todd,Israel
1996-06-18,Joseph Jones,Tanzania
2012-01-19,Ann Green,Iran
2019-11-27,Devon Lucas,Russian Federation
2022-05-30,Kimberly Brown,Puerto Rico
2001-06-16,Thomas Chavez,Korea
2014-09-20,Cody Savage,Haiti
2010-11-02,Scott Sampson,Panama
2016-03-20,Mary Richard,Bhutan
2005-02-03,Shawna Lee,Cyprus
1995-06-13,Richard Woods,Congo
2015-07-19,Elizabeth Riley,United States of America
2016-07-23,Jennifer Benson,Maldives
2007-07-21,William Patel,Afghanistan
2007-10-30,Julie Molina,France
2008-08-16,James Hernandez,Ethiopia
2007-02-26,Shannon Anderson,Mozambique
2000-08-01,Jacob Thompson,British Virgin Islands
2006-11-09,Anna Williams,Cook Islands
2020-02-07,Julie Price,Chad
2009-11-26,Sandra Johnson,Dominican Republic
2008-11-28,Joshua Hill,Guyana
2005-02-08,Ryan Martin,Monaco
1996-01-05,Dylan Butler,Zambia
2012-05-28,Emily Taylor,Tonga
1997-11-24,Crystal Johnson,Armenia
2007-10-13,Jonathan Johnson,Afghanistan
2008-08-31,Melvin Davis,Nigeria
2019-12-08,Briana Franklin,Antigua and Barbuda
2003-05-07,Tammy Garrett,Grenada
2017-02-28,Christopher Hopkins,Nauru
2005-02-13,Richard Schmidt,Guinea
1995-12-01,Robert Brown,Cameroon
2001-07-14,Stephen Reid,Saint Vincent and the Grenadines
2006-02-27,Eric Baker,Pakistan
2015-06-13,Stephen Bender,Saint Pierre and Miquelon
2001-12-17,Patrick Kelley,Central African Republic
2018-11-27,Dale Hawkins,Monaco
1999-02-01,Jerry Graham,Russian Federation
2016-01-12,Joseph Williams,China
1996-09-29,Brooke Davis,Benin
2012-04-07,Heather Stanley,Cambodia
2019-07-23,Thomas Smith,Greece
2019-09-18,Ashley King,Syrian Arab Republic
2006-12-22,Courtney Ross,Bahamas
2001-01-21,Jennifer Williams,Latvia
2021-04-04,Eric Mitchell,Faroe Islands
2021-02-19,Valerie Santos,Cote d'Ivoire
2013-07-01,Matthew Donaldson,Korea
2015-03-14,Joel Jones,Burkina Faso
2020-11-19,Stephanie Gordon,British Virgin Islands
2006-06-18,Joshua Moyer,Saint Lucia
2007-11-07,Jenna Crawford,Lebanon
2022-03-10,Julie Mclaughlin,Georgia
1997-10-19,Sarah Yu,United Kingdom
2006-10-13,Blake Johnson,Greenland
2011-03-09,Jordan Gomez,Senegal
1997-03-12,Sabrina Brennan,Hungary
2001-06-20,Tommy Carroll,Pakistan
2007-09-28,Jon Hays,Gabon
1999-06-08,Christopher Clayton,Guadeloupe
2019-10-12,Samuel Williams,Iraq
2000-10-08,Jennifer Robinson,Sweden
2013-07-05,Aimee Wallace,Nepal
1995-05-04,Shawn Whitaker,Gibraltar
2013-06-17,Matthew Jackson,Mayotte
2020-05-11,Gail Dorsey MD,Turks and Caicos Islands
1999-08-12,Monica Jones,Maldives
2023-12-05,James Salazar,Ethiopia
2014-02-14,Paul Rodriguez,Ecuador
2011-09-21,Zachary Rios,Moldova
2011-04-01,James Ramirez,Senegal
2004-10-06,Charles Logan,Papua New Guinea
2014-06-14,Selena Everett,Uruguay
1995-08-25,Mary Peters,Marshall Islands
2018-10-01,Paul Anderson,Libyan Arab Jamahiriya
2005-12-27,Erin Scott,India
2013-04-28,Katherine Jones,Mauritania
2014-09-08,Sarah Rodgers PhD,Pitcairn Islands
2022-03-27,John Pena,Lithuania
2015-08-12,Ian Meyer,Pakistan
2015-12-09,Steven Evans,India
2000-11-17,Lee Park,Czech Republic
1997-03-20,Jonathan Valdez,Libyan Arab Jamahiriya
2012-12-11,Linda Olson,Myanmar
2010-01-04,Alexandria Day,Sri Lanka
2006-08-07,Maria Donovan,Wallis and Futuna
2001-03-03,Sean Barnett,Macedonia
2009-02-02,Larry Bishop,Christmas Island
1999-09-10,Jenny Simpson,Bouvet Island (Bouvetoya)
1999-05-31,Natasha Garcia,Peru
2021-12-08,Sarah Johnson,Chad
2009-07-11,Paul Nguyen,Malawi
2021-07-02,Kevin Thomas,Trinidad and Tobago
1997-03-20,William Barnes,Ukraine
2012-10-16,Jeffrey Orozco,Australia
2004-05-24,Stephanie Parker,Solomon Islands
2000-05-01,Paul Davis,Montserrat
2016-06-18,Michael Higgins,Zimbabwe
2020-06-02,Jonathan Williams,Thailand
1997-06-30,James Henry,United Kingdom
2000-03-28,Carlos Rowe,Micronesia
2002-09-27,Samantha Sims,Yemen
1998-09-20,Dr. William Smith MD,Russian Federation
2011-03-24,Kevin Griffith PhD,Taiwan
1997-11-25,Mrs. Daisy Harris,Libyan Arab Jamahiriya
2013-10-28,Justin Harrison,France
2006-10-23,Mary Smith MD,Gibraltar
2020-01-26,John Watson,Macao
1999-08-29,Jennifer Myers,Afghanistan
2012-09-23,Miranda Fowler DDS,Jamaica
1998-08-05,Robert Brock,Reunion
2005-04-15,Valerie Collins,French Southern Territories
2002-03-04,Dennis Bender,Bosnia and Herzegovina
1999-10-13,Rachel Bradley,Guadeloupe
2000-02-15,Danny Meyer,El Salvador
2023-05-14,Rebecca Tran,Belize
2009-03-24,Kevin Campbell,Equatorial Guinea
1998-06-30,Christina Contreras,Mongolia
2000-08-05,Kristy Deleon,Macao
2010-06-11,Mary Ford,Malaysia
2022-07-03,Glenn Juarez,Kiribati
2000-11-20,Scott Downs,Kazakhstan
2022-02-07,Jennifer Ferguson,Gambia
2016-07-28,Sara Murray,Oman
1994-08-09,Miss Chelsea Fleming,Cyprus
1997-09-14,Eric Stewart Jr.,Montenegro
1997-03-01,Kevin Alexander,Aruba
2019-10-18,Terry Wright,Honduras
2001-09-02,Eric Arias,Mauritius
1999-10-28,Ryan Zimmerman,Norway
2009-10-19,Scott Richardson,Nauru
2016-11-11,Anna Henry,Malaysia
2011-04-07,Cheryl Watson DDS,Christmas Island
2014-02-08,Megan Rodriguez,Montserrat
2014-02-10,Stephanie Harris,Montenegro
1998-09-20,Christopher Wilson,Vanuatu
2022-09-21,Jennifer Garcia,Mozambique
2019-02-15,Cathy Fisher,Latvia
1996-01-15,Erika Fernandez,Taiwan
2011-02-26,Philip Pearson,Sweden
1998-10-21,Kathryn Hines,Syrian Arab Republic
2012-04-03,Patrick Ruiz,Bahrain
2001-04-02,Carlos Davis,Macao
2009-10-24,Shawn Salas,Saint Kitts and Nevis
2007-02-12,Lori Fields,Svalbard & Jan Mayen Islands
2023-11-02,Megan Morris,Guinea-Bissau
2009-07-02,Elizabeth Sullivan,Sweden
2022-01-14,William Brooks,Azerbaijan
1995-11-19,Stephanie Mcdaniel,Tuvalu
2000-02-05,Andrew Silva,Belarus
2015-06-17,David Kennedy,Djibouti
2002-07-05,Dylan Herring,Bulgaria
2014-03-09,Mrs. Joanna Manning,Bouvet Island (Bouvetoya)
1998-07-20,Emily Camacho,Lesotho
2017-04-29,Anthony Mendoza,Ethiopia
2016-06-25,Gloria Allen,Thailand
2022-01-23,Clifford Shepherd,Guadeloupe
2003-12-14,Janet Reyes,Guadeloupe
2016-09-19,Kathryn Brown,Senegal
2014-01-30,Anne Lewis,Burundi
2004-12-12,Ms. Destiny Lawson,Gabon
2014-10-26,Rebecca Reed,Kuwait
2007-04-28,Michael Cooper,Jamaica
2021-01-09,Tristan Garcia,Palestinian Territory
2017-10-07,Jessica Diaz,Sao Tome and Principe
2019-05-18,Richard Gonzalez,Sierra Leone
2023-03-29,Nancy Garcia,Slovakia (Slovak Republic)
1997-02-21,Jacqueline Sawyer,Trinidad and Tobago
2000-02-15,Dean Tran,Iraq
2023-10-07,Samantha Vasquez,Georgia
2009-12-03,Courtney Waters,Netherlands Antilles
2012-11-05,Zachary Nelson,Suriname
2002-12-26,Gregory Williams,Iceland
2015-09-12,Robert Parker,United States of America
2004-06-07,James Chapman,Tonga
2009-10-29,David Fox,Equatorial Guinea
2007-10-09,Courtney Hunter,Eritrea
2018-05-06,Maria Alvarado,Costa Rica
2012-11-08,Kathryn Marsh,San Marino
2001-06-09,Veronica Thompson,Spain
2003-01-22,Susan Ramsey,Belgium
2010-12-10,Katelyn Bailey,British Virgin Islands
2007-12-08,Brittany Steele,Namibia
2016-09-17,Timothy Pham,Christmas Island
2016-11-24,Jeffrey Brady,Macedonia
2020-02-13,Steven Hunter,Kiribati
1997-12-29,Adrian Lewis,Sudan
2002-01-15,Barry Johnson,Afghanistan
1999-08-28,Christopher Davidson,Pakistan
1995-12-15,Misty White,Cape Verde
2010-01-15,Phillip Butler,Palestinian Territory
2019-10-04,Joel Brown,Philippines
2007-12-23,Sharon Mclaughlin,Jamaica
2008-01-16,Robert Maxwell,Belize
2009-03-26,Stephen Garcia,Bhutan
2019-04-03,Michelle Manning,Guinea
2018-08-25,Anthony Myers,Poland
2007-02-15,Charles Brown,Honduras
1998-02-07,Samuel Francis,South Africa
1995-03-25,Holly Cruz,Sudan
2020-02-12,Desiree Lewis,Brunei Darussalam
2003-02-17,Amber Wilson,Bulgaria
2018-07-29,Janice Clark,Albania
2022-04-17,Mark Ford,Malta
2001-03-28,Richard Wilson,New Caledonia
1997-11-19,Jessica Hansen,Reunion
1995-04-10,Linda Morton,Vanuatu
2011-09-28,James Reed,Gibraltar
2013-10-24,Tracey Alexander,Anguilla
2002-01-29,Holly Simmons,Denmark
2019-02-03,Jessica Martinez,Saint Lucia
2004-08-02,Tyler Sims,Tonga
1994-07-31,John White,Gibraltar
2023-06-21,Megan Newton,Cambodia
2011-11-23,Michael Hebert,Sudan
1997-11-25,Mark Flores,Timor-Leste
1994-08-14,Tonya Blake,United States of America
2021-05-23,Elizabeth Scott,Czech Republic
2017-01-31,Mark Adams,Montserrat
2008-02-13,Billy Lee,Kenya
1996-08-18,Noah Pope,Rwanda
2016-01-04,Dustin Jones,New Zealand
2002-02-17,Jennifer Sanders,Sierra Leone
2004-06-30,Doris Duffy,Jersey
2018-04-09,Marvin Nash,Senegal
2023-07-04,Lisa Wilson,China
2020-07-22,Amanda Brown,Anguilla
1997-01-31,Jessica Anderson,Nauru
1996-02-16,Crystal Rodriguez DVM,Costa Rica
2013-08-12,Susan Wheeler,Angola
2008-01-11,Joshua Logan,Finland
2009-03-21,Heather Harper,Bermuda
2010-12-22,Crystal Hill,Djibouti
2015-05-10,Chad Daniels,United States Virgin Islands
2014-01-08,Mikayla Jones,Australia
2020-11-28,Brittney Johnson,Chad
2017-06-27,Cindy Garza,Comoros
1995-01-02,Zachary Kelley,Russian Federation
2004-09-21,Monica Miller,Cocos (Keeling) Islands
2022-09-15,Tiffany Olson,Malawi
2007-04-01,Mark Daniels,Fiji
2016-06-13,Kathryn White,Georgia
1996-07-09,Melissa Holden,Ukraine
1998-03-04,Paul Spears,Anguilla
1998-12-04,Suzanne Graham,Guinea-Bissau
2006-08-26,Mr. Gregory Thomas,Saint Barthelemy
2000-02-28,Allison Pham,Barbados
1995-04-29,Jillian Williams,Saudi Arabia
2001-12-21,Jennifer Vincent,Cayman Islands
1999-01-15,Taylor Gonzales,Romania
2023-02-06,Erin Hernandez,Malaysia
2002-02-17,Kevin Smith,Lesotho
2003-11-15,Henry Velazquez,Thailand
2022-02-16,Laurie Williams,Luxembourg
2002-02-14,Donna Blackwell,French Southern Territories
2001-05-20,John Vargas,Romania
2006-06-24,Meagan Blake,New Zealand
2009-11-08,Mark Robbins,Gibraltar
2020-08-10,Shawn Benton,Panama
2006-09-11,Mariah Turner,Trinidad and Tobago
2015-04-01,Joshua Garza,Saint Lucia
2014-03-04,Roger Rose,Eritrea
2020-09-02,Mrs. Kristi Decker,Kyrgyz Republic
2007-08-15,Ashley Hampton,Gambia
1995-07-23,Michael Clark,Greenland
2001-09-02,Johnny Lindsey,Argentina
2012-04-17,Jason Cardenas,Equatorial Guinea
2023-05-31,Nathan Castaneda,Martinique
2017-03-31,Tracy Smith,Greece
2022-08-08,Lydia Garrett,Congo
2010-09-08,Joshua Bell,Guyana
2021-10-06,Franklin Cooper,India
2018-05-08,Theresa Brown,Andorra
2004-06-15,Jason Murray,Hong Kong
2011-05-11,Jennifer Carpenter,Paraguay
2023-06-11,Elizabeth Gordon,Niue
2019-04-08,Sean Bennett,Morocco
2016-10-28,Travis Gonzalez,United Kingdom
2012-11-19,Amanda Nguyen,Ireland
2011-05-24,Shelley Wong,Madagascar
2016-08-13,Sarah Watson,Togo
2019-04-20,Joseph Johnson,Venezuela
2016-04-12,Brandon Hall,Jersey
2014-06-15,Savannah Edwards,Iraq
2002-08-27,Jamie Brown,Central African Republic
2001-11-22,Crystal Tucker,Dominica
1996-03-23,Jonathan Crawford,Anguilla
2007-03-06,Joanna Fisher,Samoa
2011-02-01,Diane Johnson,Maldives
2011-04-08,Mary Watkins,Tonga
2003-11-30,David Rodriguez,Maldives
2000-05-29,Roy Alvarez DVM,Guatemala
2018-02-15,Eric Jones,Northern Mariana Islands
1994-05-09,Melissa Mcdonald,Philippines
1997-12-01,Michael Kennedy,Thailand
1998-08-23,Matthew Hill,Uruguay
1998-05-05,Joan Thompson,Cuba
1998-12-31,Jay Terry,Madagascar
2020-05-30,Kenneth Salinas,Sri Lanka
1999-06-13,David Torres,Palau
2000-07-02,Robert Dickerson,China
1995-06-28,Jason Clayton,Vietnam
2012-09-21,Hector Young,Hungary
1996-01-23,Amber Anderson,Canada
1997-03-04,Alicia Walker,Czech Republic
1995-05-17,Kayla Abbott,Mexico
1995-12-30,Dr. Tristan Brooks DDS,Netherlands
2003-03-09,Samantha Thompson,Macedonia
1997-06-30,Anthony Hernandez,Syrian Arab Republic
2015-02-15,Mary Brown,Guinea
1996-02-07,Gina Herman,Korea
2001-03-18,Andrew Waters,Cook Islands
2014-04-09,Michelle Gonzalez,Iraq
2001-10-17,Mary Barrera,Bulgaria
2003-05-05,Kevin Lynch,Kenya
2014-08-10,Michelle Jimenez,Falkland Islands (Malvinas)
2011-10-19,Debra Sutton,Rwanda
2010-04-07,Bruce Stevens,Guadeloupe
1998-06-07,Isabel Beasley,Seychelles
2015-02-15,Sheena White,Czech Republic
2013-12-11,Larry Mitchell,United Kingdom
2013-01-20,Casey Walton,Malaysia
2023-04-23,Kyle Owens,Morocco
2022-03-29,Latasha Hicks,Uruguay
2004-06-16,Daniel Cruz,Faroe Islands
2012-02-21,David Hammond,Macedonia
2017-01-26,Dawn Williams,British Virgin Islands
1996-03-08,Shelby Burns,Guam
2010-03-03,Andre Valentine,Haiti
2003-02-17,Julie Webb,Burundi
2019-04-13,Larry Hall,New Caledonia
2017-02-17,Pamela Elliott,Palau
2022-04-03,Michael Thornton,Saint Kitts and Nevis
2011-11-03,Jason Harris,Bulgaria
2011-10-18,Kevin Hill,Uganda
2005-03-01,Richard Elliott,Equatorial Guinea
2012-07-24,Katherine Long,Myanmar
1996-11-14,Christopher Preston,Congo
1998-01-27,Nancy Brown,Cocos (Keeling) Islands
2010-08-24,Travis Ray,Equatorial Guinea
2024-03-28,Mr. Christopher Barker MD,Heard Island and McDonald Islands
1995-04-02,Vicki Hart,Benin
2022-02-14,Samuel Lewis,Brunei Darussalam
2017-03-31,Kelsey James,Sierra Leone
2011-07-13,Penny Hess,Kenya
2012-10-04,Janet Smith,Italy
2004-12-03,Melvin Woodard,Korea
2008-09-28,Lydia Munoz,Niger
2021-09-23,Dalton Stewart,Myanmar
2006-03-18,Christian Sanders,Nigeria
2015-01-11,Scott Rodriguez,Israel
2022-11-24,Eric Simon,Norway
1997-01-03,Mary Blair,Togo
2015-10-12,Mrs. Valerie Johnson,Slovenia
2011-01-27,Jason Fitzgerald Jr.,Angola
2004-01-25,Mary Hendricks,Cote d'Ivoire
2000-01-16,Shawn Holmes,Tuvalu
2006-06-21,Samantha Arnold,Nicaragua
2013-08-13,Steven Taylor,Malawi
2024-03-16,Peter Ellis,Latvia
2013-11-28,Peter Hampton,Bangladesh
1999-03-22,Harold Brown,Ecuador
2002-05-30,Nicholas Allen,Czech Republic
2007-04-18,Heather Green,Zimbabwe
2009-10-29,Eric Jones,Kenya
1998-03-03,Kendra Ellis,Aruba
2009-03-28,Nicholas Horton,South Georgia and the South Sandwich Islands
1994-10-20,Robert Ward,French Guiana
2022-08-02,Mr. Kevin Hunt,Norfolk Island
2021-08-20,Miss Danielle Moore,Iraq
2013-05-22,Stacie Campbell,Kazakhstan
2009-12-18,Joseph Marshall,Nigeria
2015-08-29,William Santos,Gibraltar
2024-04-22,Julie Edwards,Zimbabwe
2014-05-21,Casey Patterson,Samoa
2000-02-29,Steve Hines,Libyan Arab Jamahiriya
2019-09-30,William Hudson,Burkina Faso
2011-03-01,Scott Haynes,Turkey
2008-03-14,Jennifer Lewis,Jordan
2003-03-14,Ashley Young,Qatar
2018-11-27,Sarah Cooper,Guyana
2007-02-15,Joshua Cook,Pitcairn Islands
2007-04-10,Randy Evans,Trinidad and Tobago
2024-01-02,Sue Dean,Svalbard & Jan Mayen Islands
2004-11-12,Holly Chaney,Cook Islands
2018-06-21,James Hunt,Cook Islands
2014-04-11,Caleb Webb,Andorra
1995-03-20,Stacy Coffey,Afghanistan
2022-12-09,Mrs. Marilyn Beard MD,Haiti
2020-11-20,Miranda Cross,Thailand
2006-01-14,Sierra Williams,French Polynesia
2015-06-20,Miss Jennifer Hodge,Papua New Guinea
1998-08-17,Kyle Walker,Honduras
2009-01-24,Nathan Hamilton,India
2023-05-17,Harold Brooks,Croatia
2020-05-25,Henry Ali,Portugal
2009-11-26,James Scott,Christmas Island
2002-05-09,Julia Martin,Ecuador
2011-04-19,Laura Mayer,Puerto Rico
2022-07-30,Alan Hodge,Costa Rica
1998-03-12,Stephanie Smith,Morocco
2007-03-01,Zachary Nicholson,Malaysia
1999-12-16,Mark Vega,Cocos (Keeling) Islands
2018-09-15,Jessica Warren,Bosnia and Herzegovina
2017-09-11,Monica Stanton,Bulgaria
2000-05-24,Elizabeth Petersen,Trinidad and Tobago
2006-04-29,Gabriel Delgado,Colombia
1995-08-05,John Anderson,Australia
1998-06-01,Teresa Williams,Slovenia
2005-05-18,George Rodriguez,Netherlands
1994-06-22,Tracy Nguyen,Somalia
2023-06-05,Nancy Lane,Saint Pierre and Miquelon
2006-05-24,Jerry Wall,Italy
2015-10-04,Jodi Allen,Puerto Rico
1998-10-20,Desiree Haynes,Guinea
2009-03-28,Patricia Murray,Philippines
2000-11-27,Alexander Malone,Kenya
2000-06-25,Timothy Allen,Switzerland
2004-07-08,Howard Griffin,Isle of Man
2019-06-09,Emma May,Cote d'Ivoire
1996-01-30,Jacob Carr,Burundi
2022-10-21,Gabriel Shaffer,Armenia
1999-04-11,Gregory Griffith,Germany
1995-10-04,Elizabeth Williams,Georgia
2007-11-27,Victoria Brooks,Russian Federation
2006-04-17,Steven Wallace,Niue
2004-09-27,James Dawson,Guadeloupe
2019-07-24,Katherine Thompson,Kyrgyz Republic
2005-04-06,Bob King,Panama
2024-01-22,Miss Morgan Bowman MD,Israel
2014-09-12,Barbara Butler,Yemen
2000-06-08,Maria Jones,Nigeria
2003-02-20,Samantha Rodriguez,Cayman Islands
2018-09-12,Christine Sheppard,Tokelau
2008-03-15,Erin Martin,Mauritius
2002-12-24,David Gomez,China
2000-07-09,Lisa Kane,Sri Lanka
2014-06-10,Patrick Taylor,Antarctica (the territory South of 60 deg S)
2010-06-19,Amy Obrien,Fiji
2009-12-31,Samuel Mcgee,United Kingdom
2023-10-28,Marilyn Vance,Gabon
1997-03-17,Angela Shelton,Grenada
2022-03-30,Jennifer Mason,Guinea
2007-08-29,Roberto Jones,Finland
2008-02-22,Bryan Miller MD,Nigeria
2009-05-20,Amy Saunders,Russian Federation
2021-06-29,Kimberly Robinson,British Indian Ocean Territory (Chagos Archipelago)
1996-01-13,Drew Knight,Christmas Island
2017-03-01,Lauren Owens,Namibia
2021-01-06,Robert Morgan,Falkland Islands (Malvinas)
2002-11-17,Victoria Moon,Greenland
2019-08-12,Nicholas Lopez,Poland
2019-06-10,Laura Burnett,Mongolia
2020-10-14,Sarah Hogan,Montserrat
2006-08-12,Steven Harris,United Arab Emirates
2002-10-24,Marissa Long,Heard Island and McDonald Islands
2014-05-03,Ryan Huber,Saint Barthelemy
2016-12-17,Matthew Clay,Morocco
2022-08-21,Nicholas Gutierrez,Liberia
2009-09-18,Joseph Garcia,Faroe Islands
2016-04-10,Elizabeth Gibbs,French Guiana
2005-05-31,Tonya Hill,Yemen
1998-05-04,Devin Whitaker,Uganda
